name,source,gender,wikidata,type,Notes,,Put the correct value in the gender column. Optional: add the wikidata ID if you find one (see example). Write any comments in the Notes column.
השופטים,,,,way,,,
השופר,,N,,way,,,
השוק,,N,,way,,,
השחף,,N,,way,,,
השחקנים,,N,,way,,,
השחר,,N,,way,,,
השיבולת,,N,,way,,,
השיטה,,N,,way,,,
השיירות,,N,,way,,,
השילוח,,N,,way,,,
השכל,,N,,way,,,
"השל""ה",,,,way,,,
השלום,,N,,way,,,
השלושה,,,,way,,,
השלכת,,,,way,,,
השנית,,,,way,,,
השעורה,,N,,way,,,
השפלה,,N,,way,,,
השקמה,,N,,way,,,
השרביט,,N,,way,,,
השרון,,N,,way,,,
התאנה,,N,,way,,,
התבור,,N,,way,,,
התורן,,N,,way,,,
התחיה,,N,,way,,,
התיבונים,,,,way,,,
התמר,,N,,way,,,
התנאים,,,,way,,,
התנופה,,N,,way,,,
התניא,,,,way,,,
התערוכה,,N,,way,,,
התעשיה,,N,,way,,,
התקוה,,N,,way,,,
התקומה,,N,,way,,,
התשעים ושלוש,,,,way,,,
ווג'ווד,,,,way,,,
וולמן,,,,way,,,
וולפסון,,M,,way,,,
וורמייזה,,,,way,,,
ויזל,,,,way,,,
ויטל חיים,,M,,way,,,
ויינשל,,,,way,,,
וייס איזיק הירש,,M,,way,,,
וייסבורג,,,,way,,,
וילהלם פילדרמן,,M,,way,,,
וילון,,,,way,,,
וילי ברנדט,,,,way,,,
וילנה,,,,way,,,
וילסון,,,,way,,,
וינגייט,,M,,way,,,
ויסוצקי,,M,,way,,,
ויצמן,,M,,way,,,
ויקטור הוגו,,M,,way,,,
ויקי שירן,,,,way,,,
ויתקין,,,,way,,,
וכטנגוב,,,,way,,,
ולנסיה,,,,way,,,
ועידת קטוביץ',,,,way,,,
וקנין רפי,,M,,way,,,
ורבורג,,,,way,,,
ורד,,M,,way,,,
ורדיאל,,,,way,,,
ורשבסקי,,,,way,,,
ורשקובסקי,,,,way,,,
ותיק,,,,way,,,
ז'אן ז'ורס,,M,,relation,,,
ז'בוטינסקי,,,,way,,,
זאב,,,,way,,,
זאב ויינר,,M,,way,,,
זאב רכטר,,M,,way,,,
זבד,,,,way,,,
זבולון,,M,,way,,,
זהבי דוד,,M,,way,,,
זהרה לביטוב,,F,,way,,,
זהרירה חריפאי,,F,,way,,,
זולצר,,,,way,,,
זטורי,,,,way,,,
זיגלבוים,,,,way,,,
זימן,,,,way,,,
זיקים,,N,,way,,,
זכרון יעקב,,M,,way,,,
זכרון קדושים,,,,way,,,
זכריה,,M,,way,,,
זכריה פראנקל,,M,,way,,,
זכריה רצאבי,,M,,way,,,
זכריני,,,,way,,,
זלדה (שניאורסון מישקובסקי),,F,,way,,,
זלוציסטי,,,,way,,,
זלטופולסקי,,,,way,,,
זליג,,,,way,,,
זלמן מייזל,,M,,way,,,
זמנהוף,,,,way,,,
זנגביל,,,,way,,,
זרובבל,,,,way,,,
זרח,,,,way,,,
זריצקי,,,,way,,,
זרעים,,N,,way,,,
חביבה רייך,,F,,way,,,
חביבי אמיל,,M,,way,,,
חבקוק הנביא,,M,,way,,,
חבר הלאומים,,,,way,,,
חברה חדשה,,N,,way,,,
חברון,,N,,way,,,
"חברת ש""ס",,,,way,,,
חגי הנביא,,M,,way,,,
חדרה,,,,way,,,
חובבי ציון,,,,way,,,
חובות הלבבות,,,,way,,,
חולדה,,F,,way,,,
חומה ומגדל,,N,,way,,,
חוני המעגל,,M,,way,,,
חזונוביץ,,,,way,,,
חזק,,,,way,,,
חזקיהו המלך,,M,,way,,,
חטיבת קרייתי,,,,way,,,
"חידושי הרי""ם",,,,way,,,
חיוג,,,,way,,,
חיי אדם,,N,,way,,,
חייבי משה,,M,,way,,,
חייל המשמר,,,,way,,,
חיים אלפרין,,M,,way,,,
חיים בן עטר,,M,,way,,,
חיים ברלב,,M,,way,,,
חיים הזז,,M,,way,,,
חיים ואלישע,,M,,way,,,
חיים חבשוש,,M,,way,,,
חיים סירני,,M,,way,,,
חיים שורר,,M,,way,,,
חייקה גרוסמן,,,,way,,,
חיל השריון,,N,,way,,,
חיננית,,,,way,,,
חיסין,,,,way,,,
חירותנו,,,,way,,,
חיש,,,,way,,,
חכמי אתונה,,,,way,,,
חכמי ישראל,,,,way,,,
חכמי לובלין,,,,way,,,
חכמי קירואן,,,,way,,,
חלמית,,N,,way,,,
חנאניא יעקוב ג'ורג',,M,,way,,,
חנה אורלוף,,F,,way,,,
חנה ומרדכי וייסר,,F,,way,,,
חנה זמר,,F,,way,,,
חנה מרון,,F,,way,,,
חנה סנש,,F,,way,,,
חנה רובינא,,F,,way,,,
חנוך,,,,way,,,
חנינא בן תרדיון,,,,way,,,
חניתה,,,,way,,,
חנקין,,,,way,,,
חסידי האומות,,,,way,,,
חפץ חיים,,,,way,,,
חפר,,,,way,,,
חצור,,N,,way,,,
חצרים,,N,,way,,,
חריף אייזיק,,M,,way,,,
חשון,,,,way,,,
"חת""ם סופר",,,,way,,,
"ט""ז",,,,way,,,
ט',,,,way,,,
טאג'יר שמואל וסולטנה,,M,,way,,,
טאגור,,,,way,,,
טביוב,,,,way,,,
טבריה,,N,,way,,,
טברסקי,,,,way,,,
טבת,,N,,way,,,
טהון,,,,way,,,
טובה סנהדראי,,F,,way,,,
טוביה הרופא,,M,,way,,,
טולדאנו,,,,way,,,
טולוז,,,,way,,,
טולקובסקי,,,,way,,,
טוני הלה,,,,way,,,
טור מלכא,,,,way,,,
טורטשינר,,,,way,,,
טורי זהב,,N,,way,,,
טורקוב,,,,way,,,
טיומקין,,M,,way,,,
טייב יצחק,,M,,way,,,
טיילת איילון,,N,,way,,,
טיילת המדע,,N,,way,,,
טיילת השער ליפו,,N,,way,,,
טיילת מפרץ שלמה,,M,,way,,,
טימן יעקב,,M,,way,,,
טירת צבי,,,,way,,,
טלמון,,,,way,,,
טרומפלדור,,M,,way,,,
טרפון,,,,way,,,
טשרניחובסקי,,M,,way,,,
"י""א",,,,way,,,
"י""ב",,,,way,,,
"י""ג",,,,way,,,
י. ל. גורדון,,M,,way,,,
י.ל. פרץ,,M,,way,,,
יאיר,,M,,way,,,
יאיר רוזנבלום,,M,,way,,,
יבנאל,,M,,way,,,
יבנה,,N,,way,,,
יגאל,,M,,way,,,
יגאל מוסינזון,,M,,way,,,
יגור,,N,,way,,,
יגיע כפיים,,N,,way,,,
יד המעביר,,N,,way,,,
יד חרוצים,,N,,way,,,
ידעיה הפניני,,M,,way,,,
יהואש,,M,,relation,,,
יהודה בורלא,,M,,way,,,
יהודה גור,,M,,way,,,
יהודה הימית,,M,,way,,,
יהודה הלוי,,M,,way,,,
יהודה המכבי,,M,,way,,,
יהודה הנשיא,,M,,way,,,
יהודה הצעיר,,M,,way,,,
יהודה לייב הלוי ברסקי,,M,,way,,,
יהודה מרגוזה,,M,,way,,,
יהודה סומו,,M,,way,,,
יהודה קרני,,M,,way,,,
יהויכין סטוצ'בסקי,,M,,way,,,
יהונתן,,M,,way,,,
יהורם,,M,,way,,,
יהושע בן נון,,M,,way,,,
יהושע התלמי,,M,,way,,,
יהושע רוזין,,M,,way,,,
יהל״ל,,,,way,,,
יואב,,M,,way,,,
יואל,,M,,way,,,
יודפת,,N,,way,,,
יוחנן הגדי,,M,,way,,,
יוחנן הורקנוס,,M,,way,,,
יוחנן הסנדלר,,M,,way,,,
יוטבת,,,,way,,,
יוכבד בת מרים,,F,,way,,,
יום טוב,,,,way,,,
יונדב,,M,,way,,,
יונה הנביא,,M,,way,,,
יוניצמן,,,,way,,,
יונתן הופסי,,M,,way,,,
יונתן רטוש,,M,,way,,,
יוסי בן יוסי,,M,,way,,,
יוסי בנאי,,M,,way,,,
יוסי ידין,,M,,way,,,
יוסף אליהו,,M,,way,,,
יוסף אריכא,,M,,way,,,
יוסף אשרמן,,M,,way,,,
יוסף בוקסבאום,,M,,way,,,
יוסף ברסלבי,,M,,way,,,
יוסף דה לה ריינה,,M,,way,,,
יוסף האפרתי,,M,,way,,,
יוסף הייקל,,M,,way,,,
יוסף הנשיא,,MM,,way,,,
יוסף הרמלין,,M,,way,,,
יוסף יקותיאלי,,M,,way,,,
יוסף לוי,,M,,way,,,
יוסף לישנסקי,,M,,way,,,
יוסף מילוא,,M,,way,,,
יוסף סרלין,,M,,way,,,
יוסף פעמוני,,M,,way,,,
יועזר,,M,,way,,,
יורה,,N,,way,,,
יורם,,M,,way,,,
יורם קניוק,,M,,way,,,
יורק שטיינר,,M,,way,,,
יזהר,,M,,way,,,
יחזקאל,,M,,way,,,
יחזקאל קויפמן,,M,,way,,,
יחזקאל שטרייכמן,,M,,way,,,
יחיא קאפח,,M,,way,,,
יחיאל דב דרזנר,,M,,way,,,
יחיאל שמי,,M,,way,,,
יחיאלי,,M,,way,,,
יחיעם,,M,,way,,,
יינון,,M,,way,,,
"יל""ג",,,,way,,,
ילדי טהרן,,,,way,,,
ילין מור,,,,way,,,
ילקוט הרועים,,N,,way,,,
ים סוף,,N,,way,,,
ימין,,N,,way,,,
יניב,,,,way,,,
יסוד המעלה,,N,,way,,,
יסעור,,N,,way,,,
יעבץ,,,,way,,,
יעל,,N,,way,,,
יעקב אבוטבול,,M,,way,,,
יעקב דורי,,M,,way,,,
יעקב וייס,,M,,way,,,
יעקב וסרמן,,M,,way,,,
יעקב זרובבל,,M,,way,,,
יעקב חזן,,M,,way,,,
יעקב מרידור,,M,,way,,,
יעקב סלע,,M,,way,,,
יעקב ריפמן,,M,,way,,,
יעקב שבתאי,,M,,way,,,
יעקובוב אוריאל,,M,,way,,,
יפה נוף,,,,way,,,
יפו,,,,way,,,
יפעת,,N,,way,,,
יפרח,,,,way,,,
יפת,,M,,way,,,
יפתח,,M,,way,,,
יצחק (זיקו) גרציאני,,M,,way,,,
יצחק אבינרי,,M,,way,,,
יצחק אולשן,,M,,way,,,
יצחק אלחנן,,M,,way,,,
יצחק ארצי,,M,,way,,,
יצחק בשביס זינגר,,M,,way,,,
יצחק ויטנברג,,M,,way,,,
יצחק חיותמן,,M,,way,,,
יצחק חילו,,M,,way,,,
יצחק טבנקין,,M,,way,,,
יצחק ישראלי,,M,,way,,,
יצחק פרלשטיין,,M,,way,,,
יצחק רבין,,M,,way,,,
יצחק שדה,,M,,way,,,
יציאת אירופה,,N,,way,,,
יציץ,,,,way,,,
יקותיאל,,M,,way,,,
יקנטון,,N,,way,,,
יקנעם,,,,way,,,
ירבלום,,,,way,,,
ירוחם משל,,M,,way,,,
ירושלמי,,,,way,,,
יריחו,,N,,way,,,
ירמיהו,,M,,way,,,
"יש""ר מקנדיה",,,,way,,,
ישה חפץ,,,,way,,,
ישורון,,,,relation,,,
ישיבת וולוזי'ן,,,,way,,,
ישכון,,,,way,,,
ישעיהו,,M,,way,,,
ישעיהו אברך,,M,,way,,,
ישעיהו ליבוביץ,,M,,way,,,
ישראל אשכנזי,,M,,way,,,
"ישראל ב""ק",,M,,way,,,
ישראל בק,,M,,way,,,
ישראל גלילי,,M,,way,,,
ישראל טל,,M,,way,,,
ישראל מסלנט,,M,,way,,,
ישראל מריז'ין,,M,,way,,,
ישראל שפירא,,M,,way,,,
ישראל'ס,,,,way,,,
ישרש,,,,way,,,
"כ""ג יורדי הסירה",,,,way,,,
"כ""ץ יעקב יוסף",,M,,way,,,
כביר,,,,way,,,
כביש גהה,,N,,way,,,
כביש ירושלים תל אביב,,N,,way,,,
כביש תל אביב ירושלים,,N,,way,,,
כביש תל-אביב נתניה,,N,,way,,,
כהנשטם,,,,way,,,
כוכבי יצחק,,M,,way,,,
כורזים,,,,way,,,
כורש,,M,,way,,,
כיכר 1336,,,,way,,,
כיכר אהוד אבריאל,,M,,way,,,
כיכר איינשטיין,,M,,way,,,
כיכר אילן,,M,,way,,,
כיכר איסר הראל,,M,,way,,,
כיכר אנטין,,,,relation,,,
כיכר אתרים,,N,,relation,,,
כיכר בוני העיר,,,,way,,,
כיכר בצלאל,,M,,way,,,
כיכר גבעון,,,,relation,,,
כיכר גוסטדינר,,,,way,,,
כיכר דיזנגוף (צינה),,F,,way,,,
כיכר דימיטר פשב,,M,,relation,,,
כיכר הדמוקרטיה,,N,,way,,,
"כיכר היובל ע""ש אביבה ואורספלבר",,F,,way,,,
כיכר היל,,,,way,,,
כיכר הכנסת,,N,,relation,,,
כיכר המושבה,,N,,relation,,,
כיכר המושבות,,,,way,,,
כיכר המלך אלברט,,M,,way,,,
כיכר הנעדרים,,,,way,,,
כיכר השואה והתקומה,,N,,way,,,
כיכר השעות היפות,,N,,way,,,
כיכר וולפסון,,M,,way,,,
כיכר חנה אבנור,,F,,way,,,
כיכר חסידי אומות העולם,,,,way,,,
כיכר יוסי כרמל,,M,,way,,,
כיכר מגן דוד,,N,,way,,,
כיכר מוזיאון תל אביב,,N,,relation,,,
כיכר מנדל,,,,way,,,
כיכר סגולה,,,,way,,,
כיכר פלומר,,,,way,,,
כיכר קדומים,,N,,way,,,
כיכר קצה השדרה,,N,,way,,,
כיכר שטרן מרדכי חיים,,M,,relation,,,
כיכר שיח' בסאם אבו זיד,,M,,way,,,
כיכר שעוני השמש,,,,way,,,
כיכר שרייבר,,,,way,,,
כינרת,,N,,way,,,
כיסופים,,N,,way,,,
כל ישראל חברים,,N,,way,,,
כניסה למפעל רפאל,,,,way,,,
כנפי נשרים,,N,,way,,,
כסלו,,N,,way,,,
כפר גלעדי,,,,way,,,
כפר יונה,,,,way,,,
כפר סבא,,,,way,,,
כרם התימנים,,,,way,,,
כרם חמד,,,,way,,,
כרמי,,,,way,,,
כרמיה,,,,way,,,
כרמלית,,N,,way,,,
לאה,,F,,way,,,
לאה ודוד איזמוז'יק,,F,,way,,,
לאונרדו דה וינצ'י,,M,,way,,,
לב אברהם,,M,,way,,,
לב תל-אביב,,,,relation,,,
לבון,,,,way,,,
לבונטין,,,,way,,,
לבלוב,,,,way,,,
לבנדה,,,,way,,,
לבנדובסקי,,M,,way,,,
לבנדובסקי אליעזר,,M,,way,,,
לה גווארדיה,,,,way,,,
לואי מרשל,,M,,way,,,
לואי פסטר,,M,,way,,,
לובה אליאב,,M,,way,,,
לודוויפול,,,,way,,,
לוזים,,,,way,,,
לוחמי גליפולי,,,,way,,,
לוי אשכול,,M,,way,,,
לויד ג'ורג',,M,,way,,,
לויטה,,,,way,,,
לויטן,,,,way,,,
לוין קיפניס,,M,,way,,,
לוינסון אברהם,,M,,way,,,
לונץ,,,,way,,,
לוריא,,M,,way,,,
"לח""י",,,,way,,,
לחובר,,,,way,,,
ליב בן שרה,,M,,way,,,
ליברמן,,,,way,,,
לייוויק,,,,way,,,
לילי מנחם,,F,,way,,,
ליליאן,,,,way,,,
לילינבלום,,,,way,,,
לינקולן,,M,,way,,,
ליסין,,,,way,,,
ליפסקי,,,,way,,,
ליפקין-שחק,,M,,way,,,
ליש,,,,way,,,
לכיש,,,,way,,,
למדן,,,,way,,,
למואל,,,,way,,,
למרטין,,,,way,,,
לנה קיכלר-זילברמן,,,,way,,,
לסל,,,,relation,,,
לסקר,,,,way,,,
לסר אורי,,M,,way,,,
לפידות,,,,way,,,
לפין,,,,way,,,
לצרוס,,,,way,,,
לקרט,,,,way,,,
לשם,,,,way,,,
מאור הגולה,,,,way,,,
"מאור יעקב שב""י",,M,,way,,,
מאור עינים,,N,,way,,,
מאוריציו ויטלה,,M,,way,,,
מאיר בינט,,M,,way,,,
מאיר גרוסמן,,M,,way,,,
מאיר יערי,,M,,way,,,
מאיר מרגלית,,M,,way,,,
מאיר נקר,,M,,way,,,
מאיר פיינשטיין,,M,,way,,,
מאירבר,,,,way,,,
מאנגר,,,,way,,,
מאנה,,,,way,,,
מאפו,,,,relation+way,,,
מארק שגאל,,M,,way,,,
מבוא גילת,,,,way,,,
מבוא גניגר,,,,way,,,
מבוא געתון,,,,way,,,
מבוא גרופית,,,,way,,,
מבוא יוסט,,,,way,,,
מבחר,,,,way,,,
מבטחים,,,,way,,,
מבצע קדש,,N,,way,,,
מבקיעים,,,,way,,,
מבשר,,,,way,,,
מגדל,,N,,way,,,
מגדל שורשן,,,,way,,,
מגידו,,N,,way,,,
מגן אברהם,,M,,way,,,
מגשימים,,,,way,,,
מדרגות אנדרומדה,,N,,way,,,
מדרש פנחס,,M,,way,,,
מדרש תנחומא,,,,way,,,
מהלל העדני,,M,,way,,,
"מהר""ל",,M,,way,,,
"מהרש""א",,,,way,,,
"מהרש""ק יהודה",,,,way,,,
מודיליאני,,M,,way,,,
מודיעין,,,,way,,,
מוהליבר,,,,way,,,
מוזס,,,,way,,,
מוזר,,,,way,,,
מוחמד מרזוק,,M,,way,,,
מוטה גור,,M,,way,,,
מויאל,,,,way,,,
מולדת,,N,,way,,,
מולכו,,,,way,,,
מוסינזון,,M,,way,,,
מוצא,,,,way,,,
מור,,N,,way,,,
מורדי הגטאות,,,,way,,,
מורה נבוכים,,,,way,,,
מוריץ דניאל,,M,,way,,,
מורשת,,N,,way,,,
מורשת יהדות ליטא,,,,way,,,
מושיע,,,,way,,,
מזא''ה,,,,way,,,
מזל אריה,,N,,way,,,
מזל בתולה,,N,,way,,,
מזל גדי,,N,,way,,,
מזל דגים,,N,,way,,,
מזל דלי,,N,,way,,,
מזל טלה,,N,,way,,,
מזל מאזניים,,N,,way,,,
מזל סרטן,,N,,way,,,
מזל עקרב,,N,,way,,,
מזל קשת,,N,,way,,,
מזל שור,,N,,way,,,
מזל תאומים,,N,,way,,,
מזרחי,,,,way,,,
"מח""ל",,,,way,,,
מחנה יוסף,,M,,way,,,
מחרוזת,,N,,way,,,
מטולה,,,,way,,,
מטלון,,,,way,,,
מטמון כהן,,,,way,,,
מיזאן,,,,way,,,
מיטב,,,,way,,,
מיימון,,,,way,,,
"מיכ""ל",,,,way,,,
מיכאל נאמן,,M,,way,,,
מיכה,,M,,way,,,
מיכלאנג'לו,,M,,way,,,
מינץ,,,,way,,,
מינקובסקי,,,,way,,,
מיצקביץ',,,,way,,,
מיקוניס שמואל,,M,,way,,,
מירון,,,,way,,,
מכלל יופי,,,,way,,,
"מל""ן",,,,way,,,
מלאכי,,,,way,,,
"מלבי""ם",,,,way,,,
מלכי ישראל,,,,way,,,
מלצ'ט,,,,way,,,
מלקוש,,,,way,,,
מנדלי מוכר ספרים,,M,,way,,,
מנדלסון,,M,,way,,,
מנדלקרן,,,,way,,,
מנדלשטם,,,,way,,,
מנדס פראנס,,,,way,,,
מנהרת עוזי חיטמן,,M,,way,,,
מנהרת קרליבך,,M,,way,,,
מנוחה,,N,,way,,,
מנורה,,N,,way,,,
מנורת המאור,,N,,way,,,
מנחם ארבר,,M,,way,,,
מנחם מדמון,,M,,way,,,
מנחם מנדל בייליס,,M,,way,,,
מנחם ריבולוב,,M,,way,,,
מניה וישראל שוחט,,,,way,,,
מנשה בן ישראל,,M,,way,,,
מסילה א,,N,,way,,,
מסילה ב,,N,,way,,,
מסילת העולים,,N,,way,,,
מסילת וולפסון,,M,,way,,,
מסילת ישרים,,N,,way,,,
מסילת עולם,,N,,way,,,
מסלול החושים האתגרי,,N,,way,,,
מעבר יבוק,,,,way,,,
מעון,,,,way,,,
מענית,,,,way,,,
מעפילי אגוז,,,,way,,,
מעפילי סלואדור,,,,way,,,
מצדה,,N,,way,,,
מצובה,,,,way,,,
"מצודת בית""ר",,,,way,,,
מצפה,,N,,way,,,
מקוה ישראל,,,,way,,,
מקווה ישראל,,,,way,,,
מקור חיים,,,,way,,,
מקס ברוד,,M,,way,,,
מקראי קדש,,,,way,,,
מרגולין,,M,,way,,,
מרגוע,,N,,way,,,
מרד גטו ורשה,,,,way,,,
מרדור מוניה,,,,way,,,
מרדכי אלקחי,,M,,way,,,
מרדכי אנילביץ',,M,,way,,,
מרדכי בנטוב,,M,,way,,,
מרדכי זעירא,,M,,way,,,
מרדכי מאייר,,M,,way,,,
מרדכי מקלף,,M,,way,,,
מרדכי רומנו,,M,,way,,,
מרזוק ועזר,,,,way,,,
מרחביה,,,,way,,,
מרים החשמונאית,,FF,,way,,,
מרכולת,,,,way,,,
מרכז בעלי מלאכה,,N,,way,,,
מרמורק,,,,way,,,
מרסל ינקו,,M,,way,,,
מרק שגאל,,M,,way,,,
מרתון,,,,way,,,
משגב עם,,,,way,,,
משה ארם,,M,,way,,,
משה ברזאני,,M,,way,,,
משה בריל,,M,,way,,,
משה הלוי,,M,,way,,,
משה הס,,M,,way,,,
משה וילנסקי,,M,,way,,,
משה זכות,,M,,way,,,
משה מאור,,M,,way,,,
משה פרלוק,,M,,way,,,
משה קול,,M,,way,,,
משה שלוש,,M,,way,,,
משה שמיר,,M,,way,,,
משה שרת,,M,,way,,,
משמר הגבול,,N,,way,,,
משמר הירדן,,N,,way,,,
משעול יוסף שמידט,,M,,way,,,
משעול יעקב,,M,,way,,,
משעול שירה,,,,way,,,
מתתיהו כהן גדול,,M,,way,,,
מתתיהו שוהם,,M,,way,,,
"נ""ה",,,,way,,,
"נ""ז",,,,way,,,
"נ""ח",,,,way,,,
"נ""ט",,,,way,,,
"נ""ס",,,,way,,,
נאדיה חילו,,F,,way,,,
נאמן יובל פרופסור,,M,,way,,,
נבטים,,N,,way,,,
נג'ארה,,,,way,,,
נגבה,,N,,way,,,
נגיב מחפוז,,,,way,,,
נדב,,M,,way,,,
נהלל,,,,way,,,
נהרדעא,,,,way,,,
נהריים,,,,way,,,
נווה צדק,,N,,way,,,
נווה שאנן,,,,way,,,
נווה שלום,,N,,way,,,
נועם,,M,,way,,,
נוריאל,,,,way,,,
נורית,,FF,,way,,,
נח,,M,,way,,,
נחום גוטמן,,M,,way,,,
נחום גולדמן,,M,,way,,,
נחום הנביא,,M,,way,,,
נחום וינשטיין,,M,,way,,,
נחום סוקולוב,,M,,way,,,
נחייסי,,,,way,,,
נחל איילון,,N,,way,,,
נחל הבשור,,N,,way,,,
נחל עוז,,N,,way,,,
נחל שורק,,N,,way,,,
נחלאות,,N,,way,,,
נחליאל,,,,way,,,
נחלת יצחק,,M,,way,,,
נחמה,,F,,way,,,
נחמיה,,,,way,,,
נחמן מברסלב,,M,,way,,,
נחמני,,,,way,,,
נחשון,,,,way,,,
נטע,,,,way,,,
נטעים,,,,way,,,
"ניל""י",,,,way,,,
ניסים אלוני,,M,,way,,,
ניסן כהן,,M,,way,,,
ניסנבוים,,M,,way,,,
ניצנה,,,,way,,,
ניר עם,,N,,way,,,
נירים,,,,way,,,
"נלי זק""ש",,,,way,,,
נמירובר,,,,way,,,
נמל יפו,,N,,way,,,
נמל תל אביב,,N,,way,,,
נס הרים,,N,,way,,,
נס לגויים,,N,,way,,,
נס ציונה,,N,,way,,,
נסאר ג'ורג',,M,,way,,,
נעמן,,,,way,,,
נפחא,,,,way,,,
נצח ישראל,,N,,way,,,
נרדור,,,,way,,,
נרדי נחום,,M,,way,,,
נתיב המזלות,,N,,way,,,
נתיבות,,N,,way,,,
נתן,,M,,way,,,
נתן אלבז,,M,,way,,,
נתן החכם,,M,,relation,,,
"ס""ה",,,,way,,,
"ס""ו",,,,way,,,
סביון,,N,,way,,,
סג'רה,,,,way,,,
סגולה,,,,way,,,
סהרון,,,,way,,,
סוטין,,M,,way,,,
סומקן,,,,way,,,
סוסקין,,,,way,,,
סוקרטס,,,,way,,,
סטארה,,,,way,,,
סטימצקי אביגדור,,M,,way,,,
סטפן צווייג,,M,,way,,,
סיוון,,,,way,,,
סייפן,,,,way,,,
סימטת בארי,,,,way,,,
סימטת לטריס,,,,way,,,
סימן טוב,,M,,way,,,
סירקין,,,,way,,,
סלוודור,,,,way,,,
סלומון,,M,,way,,,
סלונימסקי,,,,way,,,
סלסלה,,,,way,,,
סםטת תחכמוני,,,,way,,,
סמדר,,N,,way,,,
סמולנסקין,,,,way,,,
סמטה אלמונית,,F,,way,,,
סמטה פלונית,,F,,way,,,
סמטת איתן,,M,,way,,,
סמטת אלו מציאות,,,,way,,,
סמטת אסירי ציון,,,,way,,,
סמטת בית השואבה,,,,way,,,
סמטת גור אריה,,,,way,,,
סמטת הגינה,,N,,way,,,
סמטת החובבים,,N,,way,,,
סמטת החרמון,,N,,way,,,
סמטת הכרמל,,N,,way,,,
סמטת הר ציון,,N,,way,,,
"סמטת הש""ך",,M,,way,,,
סמטת השוק,,N,,way,,,
סמטת זנגביל,,N,,way,,,
סמטת זרת,,N,,way,,,
סמטת כביר,,,,way,,,
סמטת מיכה,,M,,way,,,
סמטת מלילות,,,,way,,,
סמטת מסלול,,N,,way,,,
סמטת משמר הירדן,,N,,way,,,
סמטת נוה צדק,,N,,way,,,
סמטת נורדאו,,,,way,,,
סמטת עובד,,,,way,,,
סמטת ענתבי,,,,way,,,
סמטת שבזי,,M,,way,,,
סמטת שלוש,,,,way,,,
"סמטת שפ""ר",,,,way,,,
סמטת שרה עזריהו,,F,,way,,,
סמטת שרירא,,,,way,,,
סמטת תעוז,,,,way,,,
סמילנסקי,,,,way,,,
סנהדרין,,,,way,,,
סנפיר,,N,,way,,,
סעדיה גאון,,M,,way,,,
ספיר ברוך,,,,way,,,
סר ג'ון מונש,,M,,way,,,
סר ווינסטון צ'רצ'יל,,M,,way,,,
עבאס,,,,way,,,
עבד אל גני,,M,,way,,,
עבד אל ראוף אלביטאר,,M,,way,,,
עבודת ישראל,,,,way,,,
עברי,,,,way,,,
עגור,,,,way,,,
עדה,,,,way,,,
עדולם,,,,way,,,
עובד,,,,way,,,
עובדיה הנביא,,M,,way,,,
עובדיה מברטנורה,,M,,way,,,
עודד,,M,,way,,,
עוזי חיטמן,,M,,way,,,
עוזר,,,,way,,,
עולי הגרדום,,,,way,,,
עולי ציון,,,,way,,,
עולש,,,,way,,,
עומרי,,,,way,,,
עופר כהן,,M,,way,,,
עזאי,,,,way,,,
עזה,,,,way,,,
עזרא הסופר,,M,,way,,,
עזריה,,,,way,,,
עטרות,,,,way,,,
עיינות,,,,way,,,
עין גב,,N,,way,,,
עין גדי,,N,,way,,,
עין גנים,,N,,way,,,
עין הקורא,,,,way,,,
עין ורד,,N,,way,,,
עין זיתים,,N,,way,,,
עין חרוד,,N,,way,,,
עין יעקב,,M,,way,,,
עיר שמש,,N,,way,,,
עירית,,,,way,,,
על פרשת דרכים,,N,,way,,,
עלומים,,,,way,,,
עליית הנוער,,,,way,,,
עם ישראל חי,,,,relation,,,
עמדן,,,,way,,,
עמוס,,,,way,,,
עמיחי יהודה,,M,,way,,,
עמיחי פאגלין,,M,,way,,,
עמינדב,,M,,way,,,
עמיעד,,M,,way,,,
עמיקם,,M,,way,,,
עמישב,,M,,way,,,
עמנואל טובים,,M,,way,,,
עמנואל עמירן פוגצ'וב,,M,,way,,,
עמק איילון,,N,,way,,,
עמק ברכה,,N,,way,,,
עמרם גאון,,M,,way,,,
ענתות,,,,way,,,
עציון גבר,,,,way,,,
עצמון,,,,way,,,
עקיבא ברון,,M,,way,,,
ערבי נחל,,,,way,,,
עשהאל,,,,way,,,
עשר טחנות,,N,,way,,,
"פ""ד",,,,way,,,
פאול צלאן,,M,,way,,,
"פאמפטרק ת""א",,,,way,,,
פאת השולחן,,N,,way,,,
פברגט אנריקה,,,,way,,,
פוזננסקי,,,,way,,,
פומבדיתא,,,,way,,,
פועה,,F,,way,,,
פופר לינקאוס יוסף,,M,,way,,,
פוריה,,,,way,,,
פושקין,,,,way,,,
פחד יצחק,,,,way,,,
פטאי,,,,way,,,
פטרסון,,,,way,,,
פיארברג,,,,way,,,
פייבל,,,,way,,,
פיין,,,,way,,,
פיכמן,,,,way,,,
פילדלפיה,,N,,way,,,
פילון,,,,way,,,
פיליכובסקי,,,,way,,,
פינלס,,,,way,,,
פינס,,,,way,,,
פינסקר,,,,way,,,
פיקוס,,,,way,,,
פישמן מיימון,,M,,way,,,
פלג,,,,way,,,
פלוגות,,N,,way,,,
פלורנטין,,,,way,,,
