name,source,gender,wikidata,type
"המלך חירם",csv,M,,way
"הסבא משפולה",csv,M,,way
"הראובני דוד",csv,M,,way
הראל,csv,M,,way
"הרב אהרונסון",csv,M,,way
"הרב אליהו שרים",csv,M,,way
"הרב אלנקוה",csv,M,,way
"הרב גליקסברג",csv,M,,way
"הרב הלר חיים",csv,M,,way
"הרב הרצוג",csv,M,,way
"הרב יוסף צוברי",csv,M,,way
"הרב יעקב טראב",csv,M,,way
"הרב יצחק ידידיה פרנקל",csv,M,,way
"הרב יצחק רובינשטיין",csv,M,,way
"הרב יצחק רילף",csv,M,,way
"הרב לוי יצחק",csv,M,,way
"הרב מבכרך",csv,M,,way
"הרב מויטבסק",csv,M,,way
"הרב מלילוב",csv,M,,way
"הרב מקוטוב",csv,M,,way
"הרב מקוצק",csv,M,,way
"הרב מקרלין",csv,M,,way
"הרב מרק",csv,M,,way
"הרב ניסים",csv,M,,way
"הרב עובדיה בידאני",csv,M,,way
"הרב עוזיאל",csv,M,,way
"הרב עמיאל",csv,M,,way
"הרב פרידמן",csv,M,,way
"הרב צירלסון",csv,M,,way
"הרב קוק",csv,M,,way
"הרב שלמה גורן",csv,M,,way
"הרבי מבכרך",csv,M,,way
"הרבי מפשיסחא",csv,M,,way
"הרבסט קרול",csv,M,,way
"הרברט סמואל",csv,M,,relation+way
"הרה""ג יחיא מחבוב",csv,M,,way
"הרמן כהן",csv,M,,way
הרצל,csv,M,,way
"הרצל רוזנבלום",csv,M,,way
"השופט חיים כהן",csv,M,,way
"השופט נופך",csv,M,,way
וולפסון,csv,M,,way
"ויטל חיים",csv,M,,way
"וייס איזיק הירש",csv,M,,way
"וילהלם פילדרמן",csv,M,,way
וינגייט,csv,M,,way
ויסוצקי,csv,M,,way
ויצמן,csv,M,,way
"ויקטור הוגו",csv,M,,way
"וקנין רפי",csv,M,,way
ורד,csv,M,,way
"ז'אן ז'ורס",csv,M,,relation
"זאב ויינר",csv,M,,way
"זאב רכטר",csv,M,,way
זבולון,csv,M,,way
"זהבי דוד",csv,M,,way
"זכרון יעקב",csv,M,,way
זכריה,csv,M,,way
"זכריה פראנקל",csv,M,,way
"זכריה רצאבי",csv,M,,way
"זלמן מייזל",csv,M,,way
"חביבי אמיל",csv,M,,way
"חבקוק הנביא",csv,M,,way
"חגי הנביא",csv,M,,way
"חוני המעגל",csv,M,,way
"חזקיהו המלך",csv,M,,way
"חייבי משה",csv,M,,way
"חיים אלפרין",csv,M,,way
"חיים בן עטר",csv,M,,way
"חיים ברלב",csv,M,,way
"חיים הזז",csv,M,,way
"חיים ואלישע",csv,M,,way
"חיים חבשוש",csv,M,,way
"חיים סירני",csv,M,,way
"חיים שורר",csv,M,,way
"חנאניא יעקוב ג'ורג'",csv,M,,way
"חריף אייזיק",csv,M,,way
"טאג'יר שמואל וסולטנה",csv,M,,way
"טוביה הרופא",csv,M,,way
טיומקין,csv,M,,way
"טייב יצחק",csv,M,,way
"טיילת מפרץ שלמה",csv,M,,way
"טימן יעקב",csv,M,,way
טרומפלדור,csv,M,,way
טשרניחובסקי,csv,M,,way
"י. ל. גורדון",csv,M,,way
"י.ל. פרץ",csv,M,,way
יאיר,csv,M,,way
"יאיר רוזנבלום",csv,M,,way
יבנאל,csv,M,,way
יגאל,csv,M,,way
"יגאל מוסינזון",csv,M,,way
"ידעיה הפניני",csv,M,,way
יהואש,csv,M,,relation
"יהודה בורלא",csv,M,,way
"יהודה גור",csv,M,,way
"יהודה הימית",csv,M,,way
"יהודה הלוי",csv,M,,way
"יהודה המכבי",csv,M,,way
"יהודה הנשיא",csv,M,,way
"יהודה הצעיר",csv,M,,way
"יהודה לייב הלוי ברסקי",csv,M,,way
"יהודה מרגוזה",csv,M,,way
"יהודה סומו",csv,M,,way
"יהודה קרני",csv,M,,way
"יהויכין סטוצ'בסקי",csv,M,,way
יהונתן,csv,M,,way
יהורם,csv,M,,way
"יהושע בן נון",csv,M,,way
"יהושע התלמי",csv,M,,way
"יהושע רוזין",csv,M,,way
יואב,csv,M,,way
יואל,csv,M,,way
"יוחנן הגדי",csv,M,,way
"יוחנן הורקנוס",csv,M,,way
"יוחנן הסנדלר",csv,M,,way
יונדב,csv,M,,way
"יונה הנביא",csv,M,,way
"יונתן הופסי",csv,M,,way
"יונתן רטוש",csv,M,,way
"יוסי בן יוסי",csv,M,,way
"יוסי בנאי",csv,M,,way
"יוסי ידין",csv,M,,way
"יוסף אליהו",csv,M,,way
"יוסף אריכא",csv,M,,way
"יוסף אשרמן",csv,M,,way
"יוסף בוקסבאום",csv,M,,way
"יוסף ברסלבי",csv,M,,way
"יוסף דה לה ריינה",csv,M,,way
"יוסף האפרתי",csv,M,,way
"יוסף הייקל",csv,M,,way
"יוסף הנשיא",csv,M,,way
"יוסף הרמלין",csv,M,,way
"יוסף יקותיאלי",csv,M,,way
"יוסף לוי",csv,M,,way
"יוסף לישנסקי",csv,M,,way
"יוסף מילוא",csv,M,,way
"יוסף סרלין",csv,M,,way
"יוסף פעמוני",csv,M,,way
יועזר,csv,M,,way
יורם,csv,M,,way
"יורם קניוק",csv,M,,way
"יורק שטיינר",csv,M,,way
יזהר,csv,M,,way
יחזקאל,csv,M,,way
"יחזקאל קויפמן",csv,M,,way
"יחזקאל שטרייכמן",csv,M,,way
"יחיא קאפח",csv,M,,way
"יחיאל דב דרזנר",csv,M,,way
"יחיאל שמי",csv,M,,way
יחיאלי,csv,M,,way
יחיעם,csv,M,,way
יינון,csv,M,,way
"יעקב אבוטבול",csv,M,,way
"יעקב דורי",csv,M,,way
"יעקב וייס",csv,M,,way
"יעקב וסרמן",csv,M,,way
"יעקב זרובבל",csv,M,,way
"יעקב חזן",csv,M,,way
"יעקב מרידור",csv,M,,way
"יעקב סלע",csv,M,,way
"יעקב ריפמן",csv,M,,way
"יעקב שבתאי",csv,M,,way
"יעקובוב אוריאל",csv,M,,way
יפת,csv,M,,way
יפתח,csv,M,,way
"יצחק (זיקו) גרציאני",csv,M,,way
"יצחק אבינרי",csv,M,,way
"יצחק אולשן",csv,M,,way
"יצחק אלחנן",csv,M,,way
"יצחק ארצי",csv,M,,way
"יצחק בשביס זינגר",csv,M,,way
"יצחק ויטנברג",csv,M,,way
"יצחק חיותמן",csv,M,,way
"יצחק חילו",csv,M,,way
"יצחק טבנקין",csv,M,,way
"יצחק ישראלי",csv,M,,way
"יצחק פרלשטיין",csv,M,,way
"יצחק רבין",csv,M,,way
"יצחק שדה",csv,M,,way
יקותיאל,csv,M,,way
"ירוחם משל",csv,M,,way
ירמיהו,csv,M,,way
ישעיהו,csv,M,,way
"ישעיהו אברך",csv,M,,way
"ישעיהו ליבוביץ",csv,M,,way
"ישראל אשכנזי",csv,M,,way
"ישראל ב""ק",csv,M,,way
"ישראל בק",csv,M,,way
"ישראל גלילי",csv,M,,way
"ישראל טל",csv,M,,way
"ישראל מסלנט",csv,M,,way
"ישראל מריז'ין",csv,M,,way
"ישראל שפירא",csv,M,,way
"כ""ץ יעקב יוסף",csv,M,,way
"כוכבי יצחק",csv,M,,way
כורש,csv,M,,way
"כיכר אהוד אבריאל",csv,M,,way
"כיכר איינשטיין",csv,M,,way
"כיכר אילן",csv,M,,way
"כיכר איסר הראל",csv,M,,way
"כיכר בצלאל",csv,M,,way
"כיכר דימיטר פשב",csv,M,,relation
"כיכר המלך אלברט",csv,M,,way
"כיכר וולפסון",csv,M,,way
"כיכר יוסי כרמל",csv,M,,way
"כיכר שטרן מרדכי חיים",csv,M,,relation
"כיכר שיח' בסאם אבו זיד",csv,M,,way
"לאונרדו דה וינצ'י",csv,M,,way
"לב אברהם",csv,M,,way
לבנדובסקי,csv,M,,way
"לבנדובסקי אליעזר",csv,M,,way
"לואי מרשל",csv,M,,way
"לואי פסטר",csv,M,,way
"לובה אליאב",csv,M,,way
"לוי אשכול",csv,M,,way
"לויד ג'ורג'",csv,M,,way
"לוין קיפניס",csv,M,,way
"לוינסון אברהם",csv,M,,way
לוריא,csv,M,,way
"ליב בן שרה",csv,M,,way
לינקולן,csv,M,,way
ליפקין-שחק,csv,M,,way
"לסר אורי",csv,M,,way
"מאור יעקב שב""י",csv,M,,way
"מאוריציו ויטלה",csv,M,,way
"מאיר בינט",csv,M,,way
"מאיר גרוסמן",csv,M,,way
"מאיר יערי",csv,M,,way
"מאיר מרגלית",csv,M,,way
"מאיר נקר",csv,M,,way
"מאיר פיינשטיין",csv,M,,way
"מארק שגאל",csv,M,,way
"מגן אברהם",csv,M,,way
"מדרש פנחס",csv,M,,way
"מהלל העדני",csv,M,,way
"מהר""ל",csv,M,,way
מודיליאני,csv,M,,way
"מוחמד מרזוק",csv,M,,way
"מוטה גור",csv,M,,way
מוסינזון,csv,M,,way
"מוריץ דניאל",csv,M,,way
"מחנה יוסף",csv,M,,way
"מיכאל נאמן",csv,M,,way
מיכה,csv,M,,way
מיכלאנג'לו,csv,M,,way
"מיקוניס שמואל",csv,M,,way
"מנדלי מוכר ספרים",csv,M,,way
מנדלסון,csv,M,,way
"מנהרת עוזי חיטמן",csv,M,,way
"מנהרת קרליבך",csv,M,,way
"מנחם ארבר",csv,M,,way
"מנחם מדמון",csv,M,,way
"מנחם מנדל בייליס",csv,M,,way
"מנחם ריבולוב",csv,M,,way
"מנשה בן ישראל",csv,M,,way
"מסילת וולפסון",csv,M,,way
"מקס ברוד",csv,M,,way
מרגולין,csv,M,,way
"מרדכי אלקחי",csv,M,,way
"מרדכי אנילביץ'",csv,M,,way
"מרדכי בנטוב",csv,M,,way
"מרדכי זעירא",csv,M,,way
"מרדכי מאייר",csv,M,,way
"מרדכי מקלף",csv,M,,way
"מרדכי רומנו",csv,M,,way
"מרסל ינקו",csv,M,,way
"מרק שגאל",csv,M,,way
"משה ארם",csv,M,,way
"משה ברזאני",csv,M,,way
"משה בריל",csv,M,,way
"משה הלוי",csv,M,,way
"משה הס",csv,M,,way
"משה וילנסקי",csv,M,,way
"משה זכות",csv,M,,way
"משה מאור",csv,M,,way
"משה פרלוק",csv,M,,way
"משה קול",csv,M,,way
"משה שלוש",csv,M,,way
"משה שמיר",csv,M,,way
"משה שרת",csv,M,,way
"משעול יוסף שמידט",csv,M,,way
"משעול יעקב",csv,M,,way
"מתתיהו כהן גדול",csv,M,,way
"מתתיהו שוהם",csv,M,,way
"נאמן יובל פרופסור",csv,M,,way
נדב,csv,M,,way
נועם,csv,M,,way
נח,csv,M,,way
"נחום גוטמן",csv,M,,way
"נחום גולדמן",csv,M,,way
"נחום הנביא",csv,M,,way
"נחום וינשטיין",csv,M,,way
"נחום סוקולוב",csv,M,,way
"נחלת יצחק",csv,M,,way
"נחמן מברסלב",csv,M,,way
"ניסים אלוני",csv,M,,way
"ניסן כהן",csv,M,,way
ניסנבוים,csv,M,,way
"נסאר ג'ורג'",csv,M,,way
"נרדי נחום",csv,M,,way
נתן,csv,M,,way
"נתן אלבז",csv,M,,way
"נתן החכם",csv,M,,relation
סוטין,csv,M,,way
"סטימצקי אביגדור",csv,M,,way
"סטפן צווייג",csv,M,,way
"סימן טוב",csv,M,,way
סלומון,csv,M,,way
"סמטת איתן",csv,M,,way
"סמטת הש""ך",csv,M,,way
"סמטת מיכה",csv,M,,way
"סמטת שבזי",csv,M,,way
"סעדיה גאון",csv,M,,way
"סר ג'ון מונש",csv,M,,way
"סר ווינסטון צ'רצ'יל",csv,M,,way
"עבד אל גני",csv,M,,way
"עבד אל ראוף אלביטאר",csv,M,,way
"עובדיה הנביא",csv,M,,way
"עובדיה מברטנורה",csv,M,,way
עודד,csv,M,,way
"עוזי חיטמן",csv,M,,way
"עופר כהן",csv,M,,way
"עזרא הסופר",csv,M,,way
"עין יעקב",csv,M,,way
"עמיחי יהודה",csv,M,,way
"עמיחי פאגלין",csv,M,,way
עמינדב,csv,M,,way
עמיעד,csv,M,,way
עמיקם,csv,M,,way
עמישב,csv,M,,way
"עמנואל טובים",csv,M,,way
"עמנואל עמירן פוגצ'וב",csv,M,,way
"עמרם גאון",csv,M,,way
"עקיבא ברון",csv,M,,way
"פאול צלאן",csv,M,,way
"פופר לינקאוס יוסף",csv,M,,way
"פישמן מיימון",csv,M,,way
פלטיאל,csv,M,,way
"פנחס בן יאיר",csv,M,,way
"פנחס ספיר",csv,M,,way
"פנץ נתן",csv,M,,way
"פרידמן שרגא",csv,M,,way
"פרנץ קפקא",csv,M,,way
"פרץ חיות",csv,M,,way
"צבי ברוק",csv,M,,way
"צבי הרמן סגל",csv,M,,way
"צבי הרמן שפירא",csv,M,,way
"צבי נשרי",csv,M,,way
"צבי סטרכילביץ",csv,M,,way
"צבי פרופס",csv,M,,way
"צבי פרידלנד",csv,M,,way
"צבי פרייגרזון",csv,M,,way
"צבי צור (צ'רה)",csv,M,,way
"צביה לובטקין",csv,M,,way
"צדוק הכהן",csv,M,,way
"צהלון הרופא",csv,M,,way
"קור פאול (קורנובסקי)",csv,M,,way
"קורט טוכולסקי",csv,M,,way
"קורצ'אק יאנוש",csv,M,,way
"קיוסו אלברט",csv,M,,way
"קיי דני (קמינסקי)",csv,M,,way
"קלמר משה",csv,M,,way
"קצנלסון יצחק",csv,M,,way
"קריית שאול",csv,M,,way
"קרל נטר",csv,M,,way
קרליבך,csv,M,,way
"קרפל ליפא",csv,M,,way
"ראובן רובין",csv,M,,way
"ראול ולנברג",csv,M,,way
"רב אלוף דוד אלעזר",csv,M,,way
"רבי אדא",csv,M,,way
"רבי אחא",csv,M,,way
"רבי חנינא",csv,M,,way
"רבי יהודה חסיד",csv,M,,way
"רבי יוחנן",csv,M,,way
"רבי מאיר",csv,M,,way
"רבי מאיר בעל הנס",csv,M,,way
"רבי משה בן עזרא",csv,M,,way
"רבי נחמן",csv,M,,way
"רבי עקיבא",csv,M,,way
"רבי פנחס",csv,M,,way
"רבי תנחום",csv,M,,way
"רבן גמליאל",csv,M,,way
"רבנו חננאל",csv,M,,way
"רבנו ירוחם",csv,M,,way
"רבנו תם",csv,M,,way
"רופא המחתרות",csv,M,,way
"רחבעם זאבי",csv,M,,way
"רחבת אריה אלחנני",csv,M,,relation
"רחבת יוסף תמיר",csv,M,,way
"רינהרט מקס",csv,M,,way
"רמב""ם",csv,M,,way
רמברנדט,csv,M,,way
"רמות נפתלי",csv,M,,way
"רפאל פוזיילוב",csv,M,,way
"רש""י",csv,M,,way
"ש""ץ",csv,M,,way
"ש''י עגנון",csv,M,,way
"שאול אביגור",csv,M,,way
שבזי,csv,M,,way
"שביל אופנידן איילון",csv,M,,way
"שביל בן זאב",csv,M,,way
"שביל בן יעקב",csv,M,,way
"שביל ז'בוטינסקי",csv,M,,way
"שביל יונתן",csv,M,,way
"שבתאי דון-יחא",csv,M,,way
"שגאל מרק",csv,M,,way
"שד""ל",csv,M,,way
"שדמי נחום",csv,M,,way
"שדרות אלכסנדר ואנטוני מוקסל",csv,M,,relation
"שדרות בן גוריון",csv,M,,relation
"שדרות בן ציון",csv,M,,way
"שדרות דוד המלך",csv,M,,way
"שדרות וושינגטון",csv,M,,way
"שדרות ישראל גורי",csv,M,,way
"שדרות לוי אשכול",csv,M,,way
"שדרות מוצקין",csv,M,,way
"שדרות עמנואל הרומי",csv,M,,way
"שוסטקוביץ' דמיטרי",csv,M,,way
"שוקן זלמן",csv,M,,way
"שייקה אופיר",csv,M,,way
"שייקה דן",csv,M,,way
"שלום עליכם",csv,M,,way
"שלום רוזנפלד",csv,M,,way
"שלמה בובר",csv,M,,way
"שלמה בן יוסף",csv,M,,way
"שלמה המלך",csv,M,,way
"שלמה ליענר",csv,M,,way
"שלמה קפלן",csv,M,,way
"שלמה רובין",csv,M,,way
"שלמה שילר",csv,M,,way
"שמואל בן עדיה",csv,M,,way
"שמואל ברקאי",csv,M,,way
"שמואל הנגיד",csv,M,,way
"שמואל ירחינאי",csv,M,,way
"שמואל כהן יוחננוף",csv,M,,way
"שמואל רומנילי",csv,M,,way
"שמואל שניצר",csv,M,,way
"שמואל תמיר",csv,M,,way
"שמוליק סגל",csv,M,,way
שמיר,csv,M,,way
"שמעון בן שטח",csv,M,,way
"שמעון ברנפלד",csv,M,,way
"שמעון הבורסקאי",csv,M,,way
"שמעון הצדיק",csv,M,,way
"שמעון התרסי",csv,M,,way
"שמעון סאמט",csv,M,,way
"שמעון פינקל",csv,M,,way
"שמעון צדיק",csv,M,,way
"שמעון רוקח",csv,M,,way
"שמריהו לוין",csv,M,,way
שמשון,csv,M,,way
שפינוזה,csv,M,,way
"אבא ושרה נאמן",csv,X,,way
